Name,overall_ratings,tota_no_ratings,total_no_review,five-star,four-star,three,two-star,one-star,reviews
Nokia 139 cm (55 inch) Ultra HD 4K LED Smart Android TV with Sound by Onkyo and Dolby Atmos  (55UHDADNDT8P),4.8,,169 Reviews,408,124,33,8,32,Very good productNice picture qualitySound is goodREAD MOREIt's amazingREAD MOREGoodREAD MOREGood productREAD MOREWorth purchaseREAD MOREValue for money and good service... I like it so muchREAD MORENice TV but sound quality is not so goodREAD MOREGood experience. Recommended.READ MOREVideo quality super and tcl sup 50READ MOREExcellent productREAD MORE
SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV  (QA55LS03AAKLXL),4.4,,127 Reviews,"7,970","3,411",808,182,708,"I received on 31st Dec'2020. My reviews after 18 days usage are, PROS:1. 4K display with lg ips panel is awesome. 2. All connectivities like Bluetooth, USB, WiFi, Hdmi are working smooth. 3. Play store, Google Asst working good. 4. Games with Game pad experience for kids is fine. But not tried with more games. CONS:1. Stand by time while switch on is taking time to show home page. 2. Even this has Dts dolphy with 24 watt speaker, sound of this tv is really disappointed. Because I had...READ MOREOnly one WORD..... AWESOME...Yes, Guys! Can there be a TV with visual sub of a LG/Samsung TVs with outstanding audio quality /clarity of a Sony TV? Yes... Here's it...The name is Motorola ZX Pro. I took 55 TV as I felt it suits my hall. I bet it is. Now, my wife complains that I am not moving out of the sofa watching TV all the time. Yes. I am clean bowled by the Yorker of Flipkart.No word to praise it, friends...The awesome sound bar and the bluetooth stand alone audio receiver functi...READ MOREIt's more of a family tv where elders can enjoy watching just the tv and young and kids can play. I liked the connectivity and gaming options. They are smooth.Only con is upscaling of sd channels. It doesn't do any justice. Does decent job for hd channels. Picture quality is good and wide viewing angles. One other con is during dark scenes(streaming in Netflix) you see pixels appear as glitters. Not always though. overall good tv for the price, most of the time you will enjoy with it.READ MOREExcellent Tv at this price rangeAll features like 4k, dolby vision and atmos, bluetooth, wifi, gamepad, apps all works flawlessly.I bought 50 inch tv which is VA panel.Im very satisfied that there is no edge bleeding on panel also I observed tv from all angles this VA panel gives same colour so no  issues observed.Build quality is solid better than mi tvs. Only thing is tv bracket is somewhat okay. Manufacturer must have studied it but I felt it could be bit more sturdy and strongInst...READ MOREReview based on Product only... As if I try to include review based on delivery and installation then the rating would be 1 star only that too for product.Picture quality is awesome. I mean at this price point didn't expected this good picture quality. A true 4K panel used. Even though it has VA panel which is different than LG IPS panels from 43 and 55 inch ZXpro TV, it has a very wide viewing angle... From a very sharp angle you can experience a little whiteness in picture but from a very...READ MORESound quality very good just like a theater, it is 4K Tele so you need high good quality signal for this television, make sure to have  a proper settop box, definitely value for money, I like my purchase no worries, also wireless game pad, easy remote, if you feel like treating yourself then go for it, you will enjoy watching movies on this television. Thank you Flipkart you always make it very easy for us, very happy with your service aswell.READ MOREAwesome picture and sound clarity, Dolby Sound is very good and awesome. However, Dts content is in Dts format only. It won't support by this tv. So you have to convert it into Dolby audio through audio and video converter software in PC. Once you convert the dts content from dts audio to Dolby Audio then you can seamlessly enjoy the dts content in realistic true 5.1 surround sound on your soundbar,home theater or AV Receiver through Dolby Audio. Then not only dts, It also won't support  aac ...READ MORETHIS review is after using 10days vigorously.Tv is good, nice delivery, installed in 10min.Every thing is excellent.After 9 days use I found MOTOROLA ZX PRO is automatically/ Suddenly EXITING applications like YouTube/Hotstar.I installed Asphalt 8 and it's working good. And On remote I don't know why they have given EXIT button.On pressing EXIT button, should come out of application at once but it works same like BACK buttonAndWe are struggling to press OK button which is  small...READ MOREPicture quality is ok according to price. Connectivity is good even in 2.4GHz. The android experience is not good at all. Recommending a cable or DTH for better experience. btw the delivery was fast & installation also fast and good.READ MOREVery nice tv. I personally loved it ,don't waste extra money on LG,sony,Samsung, Motorola zx pro is the best tv in the budget segment.please don't waste any time on YouTube reviews ,youtubers  just only look their benefit.this tv can easily defeat top brands in picture quality.this is the best tv I have ever experienced.Go for it.... Without any tension.READ MORE"
NOKIA 165 cm (65 inch) Ultra HD 4K LED Smart Android TV with Sound by Onkyo and Dolby Atmos  (65UHDADNDT8P),4.4,,169 Reviews,130,17,4,0,2,"The BEAST you can bring to your home! Sony leads any brand for it’s picture clarity! This takes audio to whole new level!! The google tv experience has been very smooth and works well with iOS environment as well!Dont worry about storage, it can easily be extended via firestick etc :)You will love the experience:)READ MOREPicture and sound quality is awesome. . Value for money.... Great price in flipkart and on time delivery. Installation - very next day of delivery... Really service is very good by EESHA technologies by Sony... Technician provide very good installation and Demo by Thilak.READ MORENice product. Picture quality is excellent in HDand 4 k channels..SD channels are not so clear. perfect sound. It takes One week for delivery. Installation talkes one day after delivery. Compare to other TVs there is less internal storage.Overall very good product.READ MOREPros:1. Picture quality is perfect(I think it is better than its competitors at this price range)2. 4k videos can play perfectly fine.3. Bezels are thin.(for people who don't like thick bezels it's a perfect tv).4. Patch wall looks goodREAD MOREExcellentREAD MORENiceREAD MOREGreat stuffREAD MOREVery good televisionREAD MOREExcellent service and installation by access electronics pallakad worth for moneyREAD MOREGoodREAD MORE"
SONY X80J 163.9 cm (65 inch) Ultra HD (4K) LED Smart TV  (KD-65X80J),4.5,,34 Reviews,3,1,1,0,0,review unavailable
TCL P615 126 cm (50 inch) Ultra HD (4K) LED Smart TV with Dolby Audio  (50P615),4.3,,65 Reviews,92,21,2,3,6,"Great flagship TV from SamsungQ90A 50 inch is a great deal at Rs 85000 it is quoting during sale excluding other card discounts . Even compared to other countries where it is priced at 1300$ or more, it is much cheaper here. OLED Panels and even the same Samsung TV (55 inch and above) of this model are priced much higher in India. Because it has VA panel, the black level is as good as it can get in LED tech. Did all contrast and colour test and one can hardly complain about the black levels...READ MORESuper sexxxyyyy tv, and yes its 120 hz not 60 hz flipkart has to change it in configuration , bcz of this i was about to change my decision , doesn't watch cable channel but ott aps working superb , awesome tv if u r looking for a high quality tv it has almost all required thingsOne more thing it has definitely set a benchmark now , oled are past with thr burning screen issue and decay of pixel quality over time, mini led and micro leds are the  future now oled shud be compared with this b...READ MOREAmazing buy. A new world of entertainment opened up with this television after upgrading from a basic Full HD tv. PS5 works perfectly with levels of HDR unseen previously. Black levels are exactly like expected of OLED TVs. Purchased this TV because of no permanent burn in risk as compared to OLEDs, and I think I made a correct decision!READ MOREQled is awesome 👍 value for moneyREAD MOREThe QN90A is the king of all QLED TVs, its black levels are incredible,almost oled like.Just a perfect companion to my ps5 as it has 4K 120HZ And supports HGiG for awesome HDR performance, the main reason i chose this over an OLED is the inevitable burn in issue.Coming to the local dimming it's really really good with the latest firmware update, it has 448 dimming zones which you might think is low compared to the 65 inch version but the screen real estate reduces too with 50 inch so it ...READ MORE50 inch model.Brilliant performance for full HD and 4k. Those who like bright viewing excellent. Need to reset picture settings in movie mode for realistic picture. Google data by experts is really helpful. Viewing angle and reflection not a big issue. In bright mode watching cricket is tough. Again picture setting helps in this. Upscaling sd channels not up to the mark. Sound pretty decent. Have not tried gaming. Should look at tweaking dimming feature for better performance. Excellent tv b...READ MOREPicture Quality is amazing! 10/10 Samsung!! Fast paced movies etc there is a bit of motion artifacts still tweaking settings to get optimum results. I use it as an extended monitor. Thought BGR placement would cause issues, however they do not. Everything is crisp. To get 4k@60fps on other ports (HDMI1,2,3) you have to put input signal +. If you unplug the hdmi connection, it forgets what was connected and resets the input signal+. Need to do that 2/4 times whenever reconnecting (some...READ MOREVery few useful apps supported. You can't watch mkv movies through pendrive, nor  you get any video player app in tizen store to support it. Even a 10 year old samsung tv supports subtitle through file manager, which again it does not. How tizen software has regressed, that I can't understand. It is deeply frustrating.Barring this glaring shortcoming, tv is good on all other fronts.READ MORETotally new experience .  ExcellentREAD MOREAwesome product with mind blowing discountREAD MORE"
LG 109.22 cm (43 inch) Ultra HD (4K) LED Smart TV  (43UP7550PTZ),4.2,,0 Reviews,"5,085","2,080",464,120,445,"Giving this review after two days of use. Very happy with the product, flipkart quick delivery  and the installation. As per the promotional offer from hisense my 55"" tv will be under warranty of coming 5yrs. Hope there won't be any issues before and after. Initially I thought of using my Sony home theater for better audio, now I realized it don't need because of Dolby Atmos. Thank you Hisense and Flipkart.READ MOREI bought this TV with some expectation as I understood that this is an international brand. But not as expected.What i like: 1) Light weight. Easy to cary. (But we don’t carry or change location all the time)2) Easy to setup, hope most of the TVs now a days are simple to setup.3) latest android and most of the apps are installable. How ever i saw still some app are not available but sufficient apps are available.4) Happy with the 4K quality at this price range. Sony and Samsung have exc...READ MORESuperb fantastic and fabulous pictures quality This range. Connectivity is fast no lag.And  Smooth mirroring cast. Thank you flipkart for super fastest delivery. I happy to buy this product 👍👍👍👍👍READ MOREPicture quality is very good as compared to other budget televisions like MI. It supports all video formats like x265 and h265 Operating system is not very fast but it works smoothly. One of the major issue that I have noticed is that-Tv has noticeable motion blur/judder problem while playing action movies or when camera moves little bit quickly. 4k 60 fps plays smoothly but movies/TV shows are usually coded at 24fps. So, it is bit irritating for a cinema lover. Just watch cricket highlight...READ MOREMaster blaster💥This is a value for money product...must buy and experience flagship quality in a budgeted smart tv.I was bought this one on 8th of August during the offer period of 5 years of panel warranty at 12 months NCE. The size of the screen is 55 inches.RatingPicture quality -5/5Sound (By activating Dolby Atmos) 5/5Without Dolby 5/5 however, Dolby enhances the volume.Build quality- 5/5(Remote quality is also very good)Features -5/5 ( it's a feature pack..you can control eac...READ MORESuperb product i must say,  I wanted to go for brand like Sony, Samsung. But i gave a try to this product looking to inaugural offer of five year warranty on panel which is most costly part of Led TVs.  I got almost in half price in comparison of big brand. ProsConnectivity is awesome,  Sound is good,  Build quality is goodPicture quality is also very goodBezzleless design looks elegant ConsWall Stand is quite deepPerfect buy in this price segment, its better than any brands VU, ...READ MOREMind blowing purchase Thnx fr Flipkart fr bringing such an awesome tv in v affordable pricing n add on to ur Discounts ( credit Card n SuperCoins n Gift voucher won in ur *Fake or not* show ) HiSense is abrand to watch out fr future , expecting 75"" n 85"" Qled TV's v damm affordable pricings in future Thnx fr 5years Panal guarantee service I'm only worried now about Power consumption of Tv as Power rating stars are not mentioned n given in tvREAD MOREBought this TV in the inaugural sale with 5 year panel warranty, I am happy with my purchase and here are my thoughts after 4 days of usagePros:1)The picture quality is really amazing, Clarity is also good.2) HD channels look really great, SD channels look decent.(Yes only decent not great)3)This TV shines while using the OTT platforms, you can truly experience the quality of the 4k panel while playing content on OTT platforms 4)Sound is also great, I don't think you require a Sound Bar...READ MOREProduct satisfies all the mandatory requirements one who looks to have an android TV.. Only one improvement could be in wall mounting bracket. May be one who is living in compact homes will find it bit risky of getting TV hit accidentally. Distance between TV panel and wall behind it is huge due to bracket depth is more comparatively. It should be short i guess. Leaving that its worth buying in this price range.READ MOREFirst of all thank you Flipkart,Second one is Hisense.Now review for my 43’ led Tv. Some people say this product review wrong .But My opinion this one is awesome.Very fast connect .Picture quality is very nice 4K mode and HD both mode . Product is impressed for me and my family. Sound is very nice . All function are work very nicely  and also useful .All over experience is unbelievable. Once again Thankyou Flipkart and installation team.READ MORE"
SAMSUNG Neo QLED 125 cm (50 inch) QLED Ultra HD (4K) Smart TV  (QA50QN90AAKLXL),4.3,,24 Reviews,"2,003","1,145",373,111,254,"i have purchased on 06.08.2020 and flipkirt has been send on led Tv on next day and my Tv was installed on 08.08.2020. The service was Good and Satisfactory. The Tv Clearity has awesome.The Sound was also Great.Features are easy and Good.I have sughest all to purchase Value for money.READ MOREA good budget friendly andriod option. Ideally for bedrooms. Flipkart delivery was as per schedule and installation was neat. 5 yrs panel warranty is a bonusREAD MOREEverything works fine and happy wid d pdt but the voice recognition on remote does not work.. Not sure what shall I do... Raised a complain, still waiting for a resolution..READ MOREThe tv is ok for the price.Many mobile apps are not compatible on this tv but all apps are working in my Iffalcon tv. I urge Hisense should  fix this issues via software update. The sound is moderate but not too loud, display is good for the price,but  nothing special or eye-catching. Also remote is quite old fashioned, and menu button is not working via playing apps or YouTube so you can't change picture or sound settings via playing, Everytime you have to come to home screen to change it.Al...READ MOREIt's just been a day since I've started using this TV but the experience is great, specially the picture quality. Great android experience on a 40 inch TV. The sound is also good. Good connectivity. I was able to play videos on HD clarity just by using my mobile hotspot.READ MOREDelivery and installation fast and prompt. Its value for money product from the global brand Hisense. Picture quality,  sound and connectivity excellent.UPDATE .....After 7 days of use I have noted the below points.Pros.1. Ultra HD videos worked amazingly in this 1080 p resolution tv.2. 24 watts sound is wow and no need of a sound bar if you have a normal living room.3. Apps selection and installation is very quick and we dont feel a lag.4. It's a made in India product with 4 star ener...READ MOREGood value for money nice led sons Bess good display goodREAD MOREI write this review after one week use(32 inch).Picture quality:5/5Sound quality:4/5Connectivity:4/5Value for money:5/5I have personally check many 32 inch led tv picture quality during my finding of smart tv in market.But when I saw picture quality of this tv..it's awesome.In sound department, opportunity is available for improvement.specially in low sound dialogues.Smart report with Google assistance and work very well.I definitely suggest this tv.READ MOREGood TV . Great value for money. The sound and colour representation are excellent. Even when viewed in four feet the clarity is exceptional.Voice recognition is very useful these days. All other aspects are really good. Satisfied with the productREAD MOREDelivery on 15/08/20 and installation on 16/08/20 done well, no issues at all. (40 inch)Review :Display - 4/5 Sound - 3/5, dialogues are not that clear even after Changing the settings many times.Connectivity - 5/5, played 720p/1080p videos on my mobile hotspot and videos played really well on almost all OTT platforms. Bluetooth connectivity is also good.Casting - 5/5, connects faster, very smooth and clear.Others :-Thin bleeding form all sides. Raised a request for replacement but tec...READ MORE"
iFFALCON 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV  (65K61),4.2,,"2,356 Reviews","10,048","4,522","1,200",318,"1,148","Picture quality is awesome and sound quality is too good but brightness 280 nits is to low......Iffalcon k61 is best product of value for money 👌👌READ MOREI have been using this TV for about 4 days and the TV is working perfectly its connectivity with Wi-Fi or Bluetooth is a little bit slower but overall TV is good, very good picture quality screen and everything is good that I think it's a very nice TV in this estimateREAD MORENice tv wonderful qualityAfter two month used 1.sound quality very very wonderful 5 out of 5 2.Video quality 4k working super 3. Remote connectivity also super 4.wifi connectivity from mobile amazing working with 2k quality video also playing with out buffering if u connect broadband 4k also working properly5. Android working superb ThanksREAD MOREAmazing Sound..24w is a class sound in this 43 inch range android TVs. Picture quality is nt that superior but still ok.connectivity has some challenges this tv need a strong connectivity to stream online videos smoothly.READ MOREPicture quality is good although it's not the hard IPS panel which brands like sony, samsung and lg use. It has got 24 watt speakers but  sound quality is very good. Certified Android so you get wide variety to download from Google Play Store. The best thing about this led is that it has got 2 gb ram and 16 gb rom which makes its user interface very smooth which I dint find in other competitors in this price band and moreover it is 4k ultra HD LED which no one else offer at this price. Althou...READ MOREDon't try to buy it Bcz technical team not much as give proper guidanceBased on tv : sound was nice but picture quality are not well I already did a complain about picture quality lethargically they said It's not big deal tz is the basic quality of picture otherwise if u want to see best quality then buy an rich brand tv  above 40k+  & also he chatter like under 30 k tz tv features are enough & finally they closed my complain "" problem resolved"" but till now I won't receive proper message...READ MORESuperb LED TV this price segment. Best Picture Quality and good sound. Flipkart Next day Delivery it's great Sarvice.READ MOREBest TV to buy in budget of 29999 very good TV it's Dolby audio and 24 watt speaker no need of sound bar in small room amazing TV now will have to see about service how to provide service overall till date very nice experienceREAD MOREAfter 10days Using my reviewsPros:1.Picture quality very good in equal to high end Brand 2.Sound is very Crystal clear3.Value for money Worth Product Cons :90 degree viewing angle is very very very  very Soooooooo good but but just move side 10 to 15 degree okBut go away very worst viewing i don't likeREAD MOREVery good tv looking good clarity sound good this my first  tv from TCL IFFALCON resanable price made my INDIA.READ MORE"
Coocaa 106 cm (42 inch) Full HD LED Smart Android TV  (42S6G),4.4,,126 Reviews,"6,011","2,408",595,171,654,"its a good tv in the price range. far ahead of existing MI,TCL and all other tvs of this price range. color is awesome, contrast level is also very good. it offers extra picture enhancements like live color, black correction etc. picture wise no complains. many ppl wrote its a VA panel has viewing issues but trust me its awesome to watch this tv. Sound is awesome, my hall is 22*18ft and sound is nowhere less in any corner, dont expect it to be like hometheatre. i did not face any connectivit...READ MOREAfter Lot of Search i Choose this Tv and it's Very Good Decision for me and My Family.Every one is Happy with Tv.Sound is very Good Picture quality is awesome Connectivity is superb over mobile Data and WiFi also But Only one things is not good it's Installation the person is came and he was in hurry so he didn't give proper time for demo.Even i feel tv is not Proper install on wall mount.Other wise almost 5 out of 5READ MOREI start with cons as pros are everywhere.Cons:1. Panel don't have good viewing angles especially in bright daylight conditions, u can see lots of reflection if you are sitting slightly on left or right. 2. Don't support 5Ghz wifi, so my wifi do have 5GHz with 100 Mbs but this TV connects to 2.4GHz having 40Mbs speed, you can still watch 4K content, but I noticed it's not super smooth, also live HD channels viewing experience is not that great.3. Sound quality no doubt is good, but sometim...READ MOREReviewing after one month of daily use I can tell that it is a value for money product. Good sound, good picture and plays very well all the apps and 4k videos is also amazing if you have a good internet connectionREAD MOREGood tv and video clarity is sooo good and bright nokia is one of the best brand in india and  sound is super.Connectivity also good.Must buy this TV.READ MOREOutstanding Picture quality and fabulous sound.I recommend everyone to buy this TV. I am already using a MI TV but this 100 times more better than that.READ MOREGot this for 49749 INR . I also have motorola 65 inch led tv , VA panel in Nokia tv produce better blacks. Overall better when compared with motorola tv. Just go for this one if your budget is 50k for 65 inch tv.READ MOREAll Rounder - Display, Sound (best in segment), Software & Connectivity. Excellent display of 4k content with great contrast and qualityAlthough slightly pricey when compared with other  QLED counterparts like TCL, 1+  but can be justifiable for the amazing sound system offered (especially for 65"" - 48W output is awesome)READ MOREAfter 20days suddenly the screen is not turning on . Power led is on, but when i try to on the tv it's get a blink in the screen and turning off again. I raised a complaint with flipkart.have to see what they going to do.I bought on the first sale day. The delivery was very quick ( one day delivery mine not being a metropolitan city) . Installation was also quick the very  next day. I am satisfied with the picture quality and sound. Great value for money. Should look into durability and perfo...READ MOREDuring 2020 big billion days i bought it.After so many research ....( I was planning to buy a  Sony TV... but we can blindly save a lot of money if you go for Nokia with same config.) Guys...I’m sharing my feedback after 30 days of usage.TV clarity , design  & sound everything is good  ( you don’t even need external speaker). Delivery was super fast .My installation agent was very hurry & rushing.. which makes me uncomfortable. Except everything is good at this moment. Thank you Flipkart ❤️READ MORE"
Nokia 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Sound by Onkyo  (50TAUHDN),4.4,,"1,727 Reviews",617,241,62,9,57,"I was looking for a non chinese TV and finally, after spending some time researching bought Nokia 43 Android 11 TV and its almost 3 days , here are my observations.  Pros :Vivid colors and excellent display.Fantabolous surrond speakers.Responsive UI.Supports apk format.Latest Android.Cons:Ports are quite difficult to access.Though, it supports apk installing application requires quite a workaround.Long booting time.I never faced any issues with connectivity and streaming 4k vide...READ MOREI bought this TV after a lot of research.  Among my initial choices were tvs from Hisense, Vu, Toshiba, Motorola and Mi. Now writing this review after 20 days of use.The one thing that made me go with this tv instead of any others in the budget segment is its picture clarity. If a side by side comparison with other tvs is seen, only then we can know the difference. The close to natural colour reproduction is very pleasing, also there are so many options available to tune picture settings to ...READ MORESamsung, Sony like product on Budget price, Great Picture Quality UHD,  bass & Surrounding Soundbar.. Friendly installation & Demo,Awesome experience with this TV, fully satisfiedREAD MOREPicture Quality is good considering budget segment. OTT image quite sharp and decent colours. Great upscaling for set top box channels. Sound is good but you need to customize to find your optimum setting. App support is ok. One issue is that Hotstar is not working except IPL live matches. Getting DRM error. Need to call a technician.READ MOREI bought Nokia 65 inches Ultra HD 4K smart tv and trust me this is Just in another level experience be it 4 watching HD channels or 4k videos on OTT's Its like having a Pvr cinemas or Inox at home that has been the experience with Nokia the wonderful world class brand and better than others like LG Sony or any other Chinese brands..I have Nokia 55 inches for my relative so I bought 2 from Nokia as we can trust @ Nokia deserves Appreciation and please launch 8k and 4k QLED 75 and 65 INCH...READ MORETruly a real good tv after 10 days of usage. Sound quality nd picture quality are top notch. Much better experience compared to MI 5X, the nokia sound by onkyo version is real good (well you do have to configure the sound profile). Best thing you can change the audio settings while you are watch something and it won't go to settings page rather it will let you change settings in the overlay itself. Only samsung has such seamlessness other than nokia. Glad i purchased this. Watching through br...READ MOREI have been using this tv from past couple of months now. The user experience is very satisfactory so far. Specially 4k Ultra Vision content is amazing to watch. But the only issue I am facing is with Prime Videos, 4K UHD or HDR 10 contents are not supported or playing in this tv through this application. I don't know why. Nor i am getting an option to uninstall it and install it again so that I could fix the issue. Rest everything thing is manageable in this TV at this price point. It does t...READ MOREIn this price segment this is the best android smart TV with 4k Screen and good dolby sound system. Connectivity so too good. Motion controlling sensor works very well. Which makes the image and video with clear details. Compare to one plus, Mi and other brands this is best.READ MOREGood product for this price range. Its my 1st 55"" TV. Sound and picture quality pretty good. Don't worry about brightness. Its enough to see. Let's see after what some days. I am using this TV 5 days only. overall good product. Recommended. Don't expect like premium brands.READ MOREFantastic tv at the price. Got this at around 32k. Best part is it's Google certified tv which means it has Android 11 and you can get as many ott apps as you want.Display is top notch for the price.Sound quality is too good Software is fluid.Please fiddle around picture and sound settings to get the most out of it as per your liking.Took a stabilizer for added safety.The only con which i feel is starting time as it takes around minute to display the menu screen.Installation was good a...READ MORE"
Hisense A56E 80 cm (32 inch) HD Ready LED Smart Android TV with 9.0 PIE  (32A56E),4.4,,735 Reviews,130,17,4,0,2,"The BEAST you can bring to your home! Sony leads any brand for it’s picture clarity! This takes audio to whole new level!! The google tv experience has been very smooth and works well with iOS environment as well!Dont worry about storage, it can easily be extended via firestick etc :)You will love the experience:)READ MOREPicture and sound quality is awesome. . Value for money.... Great price in flipkart and on time delivery. Installation - very next day of delivery... Really service is very good by EESHA technologies by Sony... Technician provide very good installation and Demo by Thilak.READ MORENice product. Picture quality is excellent in HDand 4 k channels..SD channels are not so clear. perfect sound. It takes One week for delivery. Installation talkes one day after delivery. Compare to other TVs there is less internal storage.Overall very good product.READ MOREPros:1. Picture quality is perfect(I think it is better than its competitors at this price range)2. 4k videos can play perfectly fine.3. Bezels are thin.(for people who don't like thick bezels it's a perfect tv).4. Patch wall looks goodREAD MOREExcellentREAD MORENiceREAD MOREGreat stuffREAD MOREVery good televisionREAD MOREExcellent service and installation by access electronics pallakad worth for moneyREAD MOREGoodREAD MORE"
MOTOROLA Revou 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision  (55SAUHDMG),4.5,,"1,014 Reviews","3,634","1,420",355,82,320,"Writing this review, after almost a month of using it, previously I have used the realme sled tv too, so I have the idea of how TV's are in this price range, so to start with, this is a great TV, probably the best in this price bracket.PICTURE QUALITY on this is awesome, colors are on point, default presets/modes are all perfect, DOLBY VISION makes it even better, viewing angles are awesome on this TV as it has an ADS panel, no tv in this price range offers an ADS panel, the realme sled tv ...READ MOREValue for money. As 4k content is not so widely available for now, don't waste too much money on branded TV's like sony, samsung,lg. Sound is too good and extra sound bar or speakers not needed. Picture quality is good enough. Even SD channels showing good results. Boots fasts. Overall a good package. (Note: 15 days review)READ MOREVideo- 10 (DolbyVision works fine)Audio- 10 (Soundbar is beautiful and loud)Graphics- 10 Network and Conmectivity- 10Pure Android- Wow!! Flawless! All Apps work!Apps and Processing -10Voice Command- 10Delivery-10Remote- Motorola please cut it in Half and reduce the width and length and height. It looks like 90s design. I have been using it for last 9 days. It's a masterpiece! I had used Sony and Samsung in past. But this one is above all. Flipkart and Jeeves are doing their best to...READ MOREThis tv is ome of the best in its segment..the only compitition is from Nokia with Onkyo sound...imthe picture is crisp..sound is awesome ..best stand in its class... connectivity is top knotch ..will update after i will play some games in new xbox.READ MOREWriting this review after after using 2 weeks.!The product was superb 😊Sound, picture quality was so good..Connecting to wifi was good..No buffering if u have good internetIf u having ap fiber cable...the tv will rock!!!Andmy suggestion was to ""OFF"" the HDMI control option.Since,u can use built-in apps like youtube , Netflix, Amazon prime..without going back to the cable slotREAD MORETv os is lagging too much,sound is loud but not clear we cant sometime understand voices ,main thing that bothering me is cast is not working properly from where ever you cast (YouTube ,vlc player from websites )it takes you 2008 where we used to wait for YouTube to play a small video it takes 20 min to play 5 min video .(from Google photos cast works fine).and Bluetooth gaming controller does not connect to it .and the controller works fine with my other tv and phone .READ MOREI can give 3/5 of this product, facing lots of connectivity problems.CONNECTIVITY PROBLEM BELOW:-1. The specific remote will not work more than 6 feet.2. You can't watch any vedio/music via Smart view (by Samsung phone) or cast mode offline . Need to have special application to share via internet.3. Not able to connect Phone to TV music bar except Nokia smart phone.** rest i can say ok to buy and go for it.READ MOREHey everyone!Purchased this product last year Oct'2020.DON'T RECOMMEND THIS PRODUCT to anyoneInitial disappointment came when Google assistant stopped working only few days after I started using the TV.It didn't get resolved even after updating the Android OS/ security patches.2 days before to this review, LED panel stopped showing picture.Audio output was coming but no video was seen on the panel.Lucky that there are 3 more months before an year completes, I have seen this issue....READ MORELot of hype, but read the fine print and understand what you are really buying.1. First of all this is NOT a Motorola designed or manufactured TV. It is merely Motorola branded, Flipkart designed, Skyworth manufactured TV.2. This means, this TV is designed and manufactured as per Flipkart standards. Not sure how it compares with Flipkart owned MarQ brand. Motorola has simply licensed its brand name. No other involvement from Motorola in product development.3. The build quality is good, but...READ MOREGreat choice for 4K Android TV.Comes with Android 10 preloaded. Supports dual band wifi..must for FHD & 4K viewing experience.Bluetooth 5 helps to connect Headphones for lag free  Personal DND binge watching experience.People looking for TV with Preloaded Apps just grow up & buy any Android TV with Android App Store.. you can always install all your favourite apps from App Store. So sellers talking about Preloaded apps feature is misleading. Yes dedicated keys is a must have along with sm...READ MORE"
